rule,book,date,baseline_pnl,vix_prior,next_ret
loss<-1000_stand2d,combined,2022-11-10,-1173.0,26.09,0.92
loss<-1000_stand2d,combined,2022-11-30,-2306.0,21.89,-0.09
loss<-1000_stand2d,combined,2022-12-01,-503.0,20.58,-0.12
loss<-1000_stand2d,combined,2022-12-06,-997.0,20.75,-0.19
loss<-1000_stand2d,combined,2022-12-07,-661.0,22.17,0.75
loss<-1000_stand2d,combined,2022-12-14,1271.0,22.55,-2.49
loss<-1000_stand2d,combined,2022-12-15,-1413.0,21.14,-1.11
loss<-1000_stand2d,combined,2022-12-23,622.0,21.97,-0.4
loss<-1000_stand2d,combined,2022-12-27,904.0,20.87,-1.2
loss<-1000_stand2d,combined,2023-01-04,646.0,22.9,-1.16
loss<-1000_stand2d,combined,2023-01-05,-31.0,22.01,2.28
loss<-1000_stand2d,combined,2023-01-19,361.0,20.34,1.89
loss<-1000_stand2d,combined,2023-01-20,-408.0,20.52,1.19
loss<-1000_stand2d,combined,2023-02-02,416.0,17.87,-1.04
loss<-1000_stand2d,combined,2023-02-03,1131.0,18.73,-0.61
loss<-1000_stand2d,combined,2023-02-08,1944.0,18.66,-0.88
loss<-1000_stand2d,combined,2023-02-09,-2019.0,19.63,0.22
loss<-1000_stand2d,combined,2023-02-15,-12.0,18.91,-1.38
loss<-1000_stand2d,combined,2023-02-16,480.0,18.23,-0.28
loss<-1000_stand2d,combined,2023-03-10,-2656.0,22.61,-0.15
loss<-1000_stand2d,combined,2023-03-13,-767.0,24.8,1.65
loss<-1000_stand2d,combined,2023-03-17,2025.0,22.99,0.89
loss<-1000_stand2d,combined,2023-03-20,1187.0,25.51,1.3
loss<-1000_stand2d,combined,2023-03-23,-1795.0,22.26,0.56
loss<-1000_stand2d,combined,2023-03-24,-44.0,22.61,0.16
loss<-1000_stand2d,combined,2023-04-19,331.0,16.83,-0.6
loss<-1000_stand2d,combined,2023-04-20,114.0,16.46,0.09
loss<-1000_stand2d,combined,2023-04-26,-877.0,18.76,1.96
loss<-1000_stand2d,combined,2023-04-27,-1683.0,18.84,0.83
loss<-1000_stand2d,combined,2023-05-03,1174.0,17.78,-0.72
loss<-1000_stand2d,combined,2023-05-04,681.0,18.34,1.85
loss<-1000_stand2d,combined,2023-06-28,191.0,13.74,0.45
loss<-1000_stand2d,combined,2023-06-29,501.0,13.43,1.23
loss<-1000_stand2d,combined,2023-08-07,492.0,17.1,-0.42
loss<-1000_stand2d,combined,2023-08-08,-787.0,15.77,-0.7
loss<-1000_stand2d,combined,2023-08-25,-461.0,17.2,0.63
loss<-1000_stand2d,combined,2023-08-28,-99.0,15.68,1.45
loss<-1000_stand2d,combined,2023-08-30,-21.0,14.45,-0.16
loss<-1000_stand2d,combined,2023-08-31,-254.0,13.88,0.18
loss<-1000_stand2d,combined,2023-09-07,1424.0,14.45,0.14
loss<-1000_stand2d,combined,2023-09-08,389.0,14.4,0.67
loss<-1000_stand2d,combined,2023-09-18,451.0,13.79,-0.22
loss<-1000_stand2d,combined,2023-09-19,547.0,14.0,-0.94
loss<-1000_stand2d,combined,2023-09-21,-797.0,15.14,-0.23
loss<-1000_stand2d,combined,2023-09-22,-467.0,17.54,0.4
loss<-1000_stand2d,combined,2023-10-09,-819.0,17.45,0.52
loss<-1000_stand2d,combined,2023-10-10,1267.0,17.7,0.43
loss<-1000_stand2d,combined,2023-10-13,336.0,16.69,1.06
loss<-1000_stand2d,combined,2023-10-16,-91.0,19.32,-0.01
loss<-1000_stand2d,combined,2023-10-19,-316.0,19.22,-1.26
loss<-1000_stand2d,combined,2023-10-20,1960.0,21.4,-0.17
loss<-1000_stand2d,combined,2023-10-26,-874.0,20.19,-0.48
loss<-1000_stand2d,combined,2023-10-27,-367.0,20.68,1.2
loss<-1000_stand2d,combined,2023-11-10,-1276.0,15.29,-0.08
loss<-1000_stand2d,combined,2023-11-13,197.0,14.17,1.91
loss<-1000_stand2d,combined,2023-12-11,641.0,12.35,0.46
loss<-1000_stand2d,combined,2023-12-12,101.0,12.63,1.37
loss<-1000_stand2d,combined,2023-12-14,46.0,12.19,-0.01
loss<-1000_stand2d,combined,2023-12-15,-156.0,12.48,0.45
loss<-1000_stand2d,combined,2023-12-21,-195.0,13.67,0.17
loss<-1000_stand2d,combined,2023-12-22,209.0,13.65,0.42
loss<-1000_stand2d,combined,2024-02-02,-67.0,13.88,-0.32
loss<-1000_stand2d,combined,2024-02-05,232.0,13.85,0.23
loss<-1000_stand2d,combined,2024-03-06,826.0,14.46,1.03
loss<-1000_stand2d,combined,2024-03-07,-131.0,14.5,-0.65
loss<-1000_stand2d,combined,2024-04-02,-1289.0,13.65,0.11
loss<-1000_stand2d,combined,2024-04-03,-162.0,14.61,-1.23
loss<-1000_stand2d,combined,2024-04-05,-323.0,16.35,-0.04
loss<-1000_stand2d,combined,2024-04-08,-507.0,16.03,0.14
loss<-1000_stand2d,combined,2024-04-10,-254.0,14.98,0.74
loss<-1000_stand2d,combined,2024-04-11,118.0,15.8,-1.46
loss<-1000_stand2d,combined,2024-04-16,194.0,19.23,-0.58
loss<-1000_stand2d,combined,2024-04-17,932.0,18.4,-0.22
loss<-1000_stand2d,combined,2024-05-01,-1562.0,15.65,0.91
loss<-1000_stand2d,combined,2024-05-02,381.0,15.39,1.26
loss<-1000_stand2d,combined,2024-05-24,987.0,12.77,0.02
loss<-1000_stand2d,combined,2024-05-28,-692.0,11.93,-0.74
loss<-1000_stand2d,combined,2024-06-03,-3329.0,12.92,0.15
loss<-1000_stand2d,combined,2024-06-04,-931.0,13.11,1.18
loss<-1000_stand2d,combined,2024-06-18,-564.0,12.75,-0.25
loss<-1000_stand2d,combined,2024-06-20,-333.0,12.3,-0.16
loss<-1000_stand2d,combined,2024-07-12,-555.0,12.92,0.28
loss<-1000_stand2d,combined,2024-07-15,-792.0,12.46,0.64
loss<-1000_stand2d,combined,2024-07-19,782.0,15.93,1.08
loss<-1000_stand2d,combined,2024-07-22,-992.0,16.52,-0.16
loss<-1000_stand2d,combined,2024-07-31,1076.0,17.69,-1.37
loss<-1000_stand2d,combined,2024-08-01,-4951.0,16.36,-1.84
loss<-1000_stand2d,combined,2024-08-06,1919.0,38.57,-0.77
loss<-1000_stand2d,combined,2024-08-07,-739.0,27.71,2.3
loss<-1000_stand2d,combined,2024-08-14,249.0,18.12,1.61
loss<-1000_stand2d,combined,2024-08-15,541.0,16.19,0.2
loss<-1000_stand2d,combined,2024-08-23,-311.0,17.55,-0.32
loss<-1000_stand2d,combined,2024-08-26,206.0,15.86,0.16
loss<-1000_stand2d,combined,2024-09-03,-915.0,15.0,-0.16
loss<-1000_stand2d,combined,2024-09-04,-41.0,20.72,-0.3
loss<-1000_stand2d,combined,2024-09-12,201.0,17.69,0.54
loss<-1000_stand2d,combined,2024-09-13,1430.0,17.07,0.13
loss<-1000_stand2d,combined,2024-10-02,282.0,19.26,-0.17
loss<-1000_stand2d,combined,2024-10-03,1244.0,18.9,0.9
loss<-1000_stand2d,combined,2024-10-24,-36.0,19.24,-0.03
loss<-1000_stand2d,combined,2024-10-25,-6.0,19.08,0.27
loss<-1000_stand2d,combined,2024-10-30,-839.0,19.34,-1.86
loss<-1000_stand2d,combined,2024-10-31,206.0,20.35,0.41
loss<-1000_stand2d,combined,2024-11-18,929.0,16.14,0.4
loss<-1000_stand2d,combined,2024-11-19,501.0,15.58,0.0
loss<-1000_stand2d,combined,2024-12-19,-346.0,27.62,1.09
loss<-1000_stand2d,combined,2024-12-20,-2498.0,24.09,0.73
loss<-1000_stand2d,combined,2024-12-30,-109.0,15.95,-0.43
loss<-1000_stand2d,combined,2024-12-31,1487.0,17.4,-0.22
loss<-1000_stand2d,combined,2025-01-06,-859.0,16.13,-1.11
loss<-1000_stand2d,combined,2025-01-07,-1478.0,16.04,0.16
loss<-1000_stand2d,combined,2025-02-04,1454.0,18.62,0.39
loss<-1000_stand2d,combined,2025-02-05,552.0,17.21,0.36
loss<-1000_stand2d,combined,2025-02-24,-286.0,18.21,-0.47
loss<-1000_stand2d,combined,2025-02-25,511.0,18.98,0.01
loss<-1000_stand2d,combined,2025-02-27,-4018.0,19.1,1.59
loss<-1000_stand2d,combined,2025-02-28,-3021.0,21.13,-1.76
loss<-1000_stand2d,combined,2025-03-04,-1267.0,22.78,1.12
loss<-1000_stand2d,combined,2025-03-05,639.0,23.51,-1.78
loss<-1000_stand2d,combined,2025-03-27,-907.0,18.33,-1.97
loss<-1000_stand2d,combined,2025-03-28,-1552.0,18.69,0.55
loss<-1000_stand2d,combined,2025-04-01,-497.0,22.28,0.67
loss<-1000_stand2d,combined,2025-04-02,-1067.0,21.77,-4.84
loss<-1000_stand2d,combined,2025-04-04,-780.0,30.02,-0.23
loss<-1000_stand2d,combined,2025-04-07,-2109.0,45.31,-1.57
loss<-1000_stand2d,combined,2025-04-09,-5389.0,52.33,-3.46
loss<-1000_stand2d,combined,2025-04-10,-1363.0,33.62,1.81
loss<-1000_stand2d,combined,2025-04-17,-381.0,32.64,-2.36
loss<-1000_stand2d,combined,2025-04-21,-330.0,29.65,2.51
loss<-1000_stand2d,combined,2025-05-22,-187.0,20.87,-0.67
loss<-1000_stand2d,combined,2025-05-23,931.0,20.28,2.05
loss<-1000_stand2d,combined,2025-06-24,-282.0,19.83,-0.0
loss<-1000_stand2d,combined,2025-06-25,184.0,17.48,0.8
loss<-1000_stand2d,combined,2025-07-08,-774.0,17.79,0.61
loss<-1000_stand2d,combined,2025-07-09,592.0,16.81,0.27
loss<-1000_stand2d,combined,2025-07-17,-106.0,17.16,-0.01
loss<-1000_stand2d,combined,2025-07-18,14.0,16.52,0.14
loss<-1000_stand2d,combined,2025-07-31,-1351.0,15.48,-1.6
loss<-1000_stand2d,combined,2025-08-01,-59.0,16.72,1.47
loss<-1000_stand2d,combined,2025-08-21,651.0,15.69,1.52
loss<-1000_stand2d,combined,2025-08-22,-572.0,16.6,-0.43
loss<-1000_stand2d,combined,2025-09-08,-151.0,15.18,0.27
loss<-1000_stand2d,combined,2025-09-09,-1199.0,15.11,0.3
loss<-1000_stand2d,combined,2025-10-13,-819.0,21.66,-0.16
loss<-1000_stand2d,combined,2025-10-14,-847.0,19.03,0.4
loss<-1000_stand2d,combined,2025-10-16,-356.0,20.64,0.53
loss<-1000_stand2d,combined,2025-10-17,74.0,25.31,1.07
loss<-1000_stand2d,combined,2025-10-23,226.0,18.6,0.79
loss<-1000_stand2d,combined,2025-10-24,-201.0,17.3,1.23
loss<-1000_stand2d,combined,2025-11-10,-734.0,19.08,0.21
loss<-1000_stand2d,combined,2025-11-11,-432.0,17.6,0.06
loss<-1000_stand2d,combined,2025-11-14,-347.0,20.0,-0.92
loss<-1000_stand2d,combined,2025-11-17,-1075.0,19.83,-0.83
loss<-1000_stand2d,combined,2025-11-21,-296.0,26.42,1.55
loss<-1000_stand2d,combined,2025-11-24,242.0,23.43,0.91
loss<-1000_stand2d,combined,2025-12-03,-382.0,16.59,0.11
loss<-1000_stand2d,combined,2025-12-04,-502.0,16.08,0.19
loss<-1000_stand2d,combined,2025-12-15,-644.0,15.74,-0.24
loss<-1000_stand2d,combined,2025-12-16,1760.0,16.5,-1.16
loss<-1000_stand2d,combined,2025-12-18,-1157.0,17.62,0.88
loss<-1000_stand2d,combined,2025-12-19,496.0,16.87,0.64
loss<-1000_stand2d,combined,2026-01-15,124.0,16.75,-0.06
loss<-1000_stand2d,combined,2026-01-16,-937.0,15.84,-2.06
loss<-1000_stand2d,combined,2026-01-21,-1793.0,20.09,0.55
loss<-1000_stand2d,combined,2026-01-22,1139.0,16.9,0.03
loss<-1000_stand2d,combined,2026-01-30,967.0,16.88,0.54
loss<-1000_stand2d,combined,2026-02-02,1054.0,17.44,-0.84
loss<-1000_stand2d,combined,2026-02-04,-852.0,18.0,-1.23
loss<-1000_stand2d,combined,2026-02-05,171.0,18.64,1.97
loss<-1000_stand2d,combined,2026-02-13,-551.0,20.82,0.1
loss<-1000_stand2d,combined,2026-02-17,-971.0,20.6,0.56
loss<-1000_stand2d,combined,2026-03-04,1700.0,23.57,-0.56
loss<-1000_stand2d,combined,2026-03-05,536.0,21.15,-1.33
loss<-1000_stand2d,combined,2026-03-10,-1021.0,25.5,-0.08
loss<-1000_stand2d,combined,2026-03-11,522.0,24.93,-1.52
loss<-1000_stand2d,combined,2026-03-23,-754.0,26.78,-0.37
loss<-1000_stand2d,combined,2026-03-24,306.0,26.15,0.54
loss<-1000_stand2d,combined,2026-04-01,-131.0,25.25,0.11
loss<-1000_stand2d,combined,2026-04-02,625.0,24.54,0.44
loss<-1000_stand2d,combined,2026-05-05,547.0,18.29,1.46
loss<-1000_stand2d,combined,2026-05-06,-511.0,17.38,-0.38
loss<-1000_stand2d,combined,2026-05-22,196.0,16.76,0.61
loss<-1000_stand2d,combined,2026-05-26,-31.0,16.7,0.02
loss<-1000_stand2d,combined,2026-06-08,651.0,21.51,-0.26
loss<-1000_stand2d,combined,2026-06-09,-3588.0,18.92,-1.62
loss<-1000_stand2d,combined,2026-06-12,1297.0,19.44,1.65
loss<-1000_stand2d,combined,2026-06-15,-779.0,17.68,-0.57
loss<-1000_stand2d,combined,2026-06-18,2304.0,18.44,-0.37
loss<-1000_stand2d,combined,2026-06-22,-466.0,16.4,-1.44
loss<-1000_stand2d,combined,2026-06-25,16.0,18.63,-0.05
loss<-1000_stand2d,combined,2026-06-26,-564.0,18.89,1.18
loss<-1000_stand2d,combined,2026-07-21,909.0,18.65,-0.14
loss<-1000_stand2d,combined,2026-07-22,-632.0,17.05,-1.21
loss<-1000_stand2d,combined,2026-07-30,-414.0,20.66,0.7
loss<-1000_stand2d,combined,2026-07-31,-1079.0,17.09,1.48
loss<-1000_stand2d,combined,2026-08-04,-1405.0,15.86,-0.17
loss<-1000_stand2d,combined,2026-08-05,-467.0,16.5,-0.18
loss<-1000_stand2d,combined,2026-08-26,-359.0,15.45,0.72
loss<-1000_stand2d,combined,2026-08-27,982.0,15.21,-0.25
loss<-1000_stand3d,combined,2022-05-20,-4546.0,29.35,1.86
loss<-1000_stand3d,combined,2022-05-23,982.0,29.43,-0.81
loss<-1000_stand3d,combined,2022-05-24,-1124.0,28.48,0.95
loss<-1000_stand3d,combined,2022-05-31,284.0,25.72,-0.75
loss<-1000_stand3d,combined,2022-06-01,-24.0,26.19,1.84
loss<-1000_stand3d,combined,2022-06-02,-1887.0,25.69,-1.63
loss<-1000_stand3d,combined,2022-06-08,359.0,24.02,-2.38
loss<-1000_stand3d,combined,2022-06-09,-2182.0,23.96,-2.91
loss<-1000_stand3d,combined,2022-06-10,-1248.0,26.09,-3.88
loss<-1000_stand3d,combined,2022-06-14,1002.0,34.02,1.46
loss<-1000_stand3d,combined,2022-06-15,274.0,32.69,-3.25
loss<-1000_stand3d,combined,2022-06-16,-1543.0,29.62,0.22
loss<-1000_stand3d,combined,2022-06-29,472.0,28.36,-0.88
loss<-1000_stand3d,combined,2022-06-30,434.0,28.16,1.06
loss<-1000_stand3d,combined,2022-07-01,-1147.0,28.71,0.16
loss<-1000_stand3d,combined,2022-07-13,-447.0,27.29,-0.3
loss<-1000_stand3d,combined,2022-07-14,549.0,26.82,1.92
loss<-1000_stand3d,combined,2022-07-15,484.0,26.4,-0.84
loss<-1000_stand3d,combined,2022-07-20,652.0,24.5,0.99
loss<-1000_stand3d,combined,2022-07-21,-551.0,23.88,-0.93
loss<-1000_stand3d,combined,2022-07-22,502.0,23.11,0.13
loss<-1000_stand3d,combined,2022-07-29,-617.0,22.33,-0.28
loss<-1000_stand3d,combined,2022-08-01,-1039.0,21.33,-0.67
loss<-1000_stand3d,combined,2022-08-02,771.0,22.84,1.56
loss<-1000_stand3d,combined,2022-08-24,44.0,24.11,1.41
loss<-1000_stand3d,combined,2022-08-25,194.0,22.82,-3.37
loss<-1000_stand3d,combined,2022-08-26,-1433.0,21.78,-0.67
loss<-1000_stand3d,combined,2022-09-06,53.0,25.47,1.83
loss<-1000_stand3d,combined,2022-09-07,-1240.0,26.91,0.66
loss<-1000_stand3d,combined,2022-09-08,86.0,24.64,1.53
loss<-1000_stand3d,combined,2022-09-14,-786.0,27.27,-1.13
loss<-1000_stand3d,combined,2022-09-15,546.0,26.16,-0.72
loss<-1000_stand3d,combined,2022-09-16,414.0,26.27,0.69
loss<-1000_stand3d,combined,2022-09-28,323.0,32.6,-2.11
loss<-1000_stand3d,combined,2022-09-29,-1618.0,30.18,-1.51
loss<-1000_stand3d,combined,2022-09-30,-166.0,31.84,2.59
loss<-1000_stand3d,combined,2022-10-10,852.0,31.36,-0.65
loss<-1000_stand3d,combined,2022-10-11,427.0,32.45,-0.33
loss<-1000_stand3d,combined,2022-10-12,-77.0,33.63,2.6
loss<-1000_stand3d,combined,2022-10-14,-2615.0,31.94,2.65
loss<-1000_stand3d,combined,2022-10-17,-1109.0,32.02,1.14
loss<-1000_stand3d,combined,2022-10-18,1724.0,31.37,-0.67
loss<-1000_stand3d,combined,2022-10-24,607.0,29.69,1.63
loss<-1000_stand3d,combined,2022-10-25,1779.0,29.85,-0.74
loss<-1000_stand3d,combined,2022-10-26,-581.0,28.46,-0.61
loss<-1000_stand3d,combined,2022-11-03,1764.0,25.86,1.36
loss<-1000_stand3d,combined,2022-11-04,-1065.0,25.3,0.96
loss<-1000_stand3d,combined,2022-11-07,1097.0,24.55,0.56
loss<-1000_stand3d,combined,2022-11-09,-803.0,25.54,5.54
loss<-1000_stand3d,combined,2022-11-10,-1173.0,26.09,0.92
loss<-1000_stand3d,combined,2022-11-11,1062.0,23.53,-0.89
loss<-1000_stand3d,combined,2022-11-30,-2306.0,21.89,-0.09
loss<-1000_stand3d,combined,2022-12-01,-503.0,20.58,-0.12
loss<-1000_stand3d,combined,2022-12-02,1544.0,19.84,-1.79
loss<-1000_stand3d,combined,2022-12-06,-997.0,20.75,-0.19
loss<-1000_stand3d,combined,2022-12-07,-661.0,22.17,0.75
loss<-1000_stand3d,combined,2022-12-08,364.0,22.68,-0.73
loss<-1000_stand3d,combined,2022-12-14,1271.0,22.55,-2.49
loss<-1000_stand3d,combined,2022-12-15,-1413.0,21.14,-1.11
loss<-1000_stand3d,combined,2022-12-16,-330.0,22.83,-0.9
loss<-1000_stand3d,combined,2022-12-23,622.0,21.97,-0.4
loss<-1000_stand3d,combined,2022-12-27,904.0,20.87,-1.2
loss<-1000_stand3d,combined,2022-12-28,96.0,21.65,1.75
loss<-1000_stand3d,combined,2023-01-04,646.0,22.9,-1.16
loss<-1000_stand3d,combined,2023-01-05,-31.0,22.01,2.28
loss<-1000_stand3d,combined,2023-01-06,-172.0,22.46,-0.08
loss<-1000_stand3d,combined,2023-01-19,361.0,20.34,1.89
loss<-1000_stand3d,combined,2023-01-20,-408.0,20.52,1.19
loss<-1000_stand3d,combined,2023-01-23,-738.0,19.85,-0.07
loss<-1000_stand3d,combined,2023-02-02,416.0,17.87,-1.04
loss<-1000_stand3d,combined,2023-02-03,1131.0,18.73,-0.61
loss<-1000_stand3d,combined,2023-02-06,131.0,18.33,1.29
loss<-1000_stand3d,combined,2023-02-08,1944.0,18.66,-0.88
loss<-1000_stand3d,combined,2023-02-09,-2019.0,19.63,0.22
loss<-1000_stand3d,combined,2023-02-10,532.0,20.71,1.14
loss<-1000_stand3d,combined,2023-02-15,-12.0,18.91,-1.38
loss<-1000_stand3d,combined,2023-02-16,480.0,18.23,-0.28
loss<-1000_stand3d,combined,2023-02-17,851.0,20.17,-2.0
loss<-1000_stand3d,combined,2023-03-10,-2656.0,22.61,-0.15
loss<-1000_stand3d,combined,2023-03-13,-767.0,24.8,1.65
loss<-1000_stand3d,combined,2023-03-14,-277.0,26.52,-0.7
loss<-1000_stand3d,combined,2023-03-17,2025.0,22.99,0.89
loss<-1000_stand3d,combined,2023-03-20,1187.0,25.51,1.3
loss<-1000_stand3d,combined,2023-03-21,284.0,24.15,-1.65
loss<-1000_stand3d,combined,2023-03-23,-1795.0,22.26,0.56
loss<-1000_stand3d,combined,2023-03-24,-44.0,22.61,0.16
loss<-1000_stand3d,combined,2023-03-27,1614.0,21.74,-0.16
loss<-1000_stand3d,combined,2023-04-19,331.0,16.83,-0.6
loss<-1000_stand3d,combined,2023-04-20,114.0,16.46,0.09
loss<-1000_stand3d,combined,2023-04-21,-566.0,17.17,0.09
loss<-1000_stand3d,combined,2023-04-26,-877.0,18.76,1.96
loss<-1000_stand3d,combined,2023-04-27,-1683.0,18.84,0.83
loss<-1000_stand3d,combined,2023-04-28,111.0,17.03,-0.04
loss<-1000_stand3d,combined,2023-05-03,1174.0,17.78,-0.72
loss<-1000_stand3d,combined,2023-05-04,681.0,18.34,1.85
loss<-1000_stand3d,combined,2023-05-05,-625.0,20.09,0.05
loss<-1000_stand3d,combined,2023-06-28,191.0,13.74,0.45
loss<-1000_stand3d,combined,2023-06-29,501.0,13.43,1.23
loss<-1000_stand3d,combined,2023-06-30,-734.0,13.54,0.12
loss<-1000_stand3d,combined,2023-08-07,492.0,17.1,-0.42
loss<-1000_stand3d,combined,2023-08-08,-787.0,15.77,-0.7
loss<-1000_stand3d,combined,2023-08-09,1182.0,15.99,0.03
loss<-1000_stand3d,combined,2023-08-25,-461.0,17.2,0.63
loss<-1000_stand3d,combined,2023-08-28,-99.0,15.68,1.45
loss<-1000_stand3d,combined,2023-08-29,-1248.0,15.08,0.38
loss<-1000_stand3d,combined,2023-09-07,1424.0,14.45,0.14
loss<-1000_stand3d,combined,2023-09-08,389.0,14.4,0.67
loss<-1000_stand3d,combined,2023-09-11,551.0,13.84,-0.57
loss<-1000_stand3d,combined,2023-09-18,451.0,13.79,-0.22
loss<-1000_stand3d,combined,2023-09-19,547.0,14.0,-0.94
loss<-1000_stand3d,combined,2023-09-20,-1647.0,14.11,-1.64
loss<-1000_stand3d,combined,2023-10-09,-819.0,17.45,0.52
loss<-1000_stand3d,combined,2023-10-10,1267.0,17.7,0.43
loss<-1000_stand3d,combined,2023-10-11,-232.0,17.03,-0.62
loss<-1000_stand3d,combined,2023-10-13,336.0,16.69,1.06
loss<-1000_stand3d,combined,2023-10-16,-91.0,19.32,-0.01
loss<-1000_stand3d,combined,2023-10-17,-109.0,17.21,-1.34
loss<-1000_stand3d,combined,2023-10-19,-316.0,19.22,-1.26
loss<-1000_stand3d,combined,2023-10-20,1960.0,21.4,-0.17
loss<-1000_stand3d,combined,2023-10-23,297.0,21.71,0.73
loss<-1000_stand3d,combined,2023-10-26,-874.0,20.19,-0.48
loss<-1000_stand3d,combined,2023-10-27,-367.0,20.68,1.2
loss<-1000_stand3d,combined,2023-10-30,14.0,21.27,0.65
loss<-1000_stand3d,combined,2023-11-10,-1276.0,15.29,-0.08
loss<-1000_stand3d,combined,2023-11-13,197.0,14.17,1.91
loss<-1000_stand3d,combined,2023-11-14,-923.0,14.76,0.16
loss<-1000_stand3d,combined,2023-12-11,641.0,12.35,0.46
loss<-1000_stand3d,combined,2023-12-12,101.0,12.63,1.37
loss<-1000_stand3d,combined,2023-12-13,-2083.0,12.07,0.26
loss<-1000_stand3d,combined,2023-12-21,-195.0,13.67,0.17
loss<-1000_stand3d,combined,2023-12-22,209.0,13.65,0.42
loss<-1000_stand3d,combined,2023-12-26,697.0,13.03,0.14
loss<-1000_stand3d,combined,2024-02-02,-67.0,13.88,-0.32
loss<-1000_stand3d,combined,2024-02-05,232.0,13.85,0.23
loss<-1000_stand3d,combined,2024-02-06,-432.0,13.67,0.82
loss<-1000_stand3d,combined,2024-03-06,826.0,14.46,1.03
loss<-1000_stand3d,combined,2024-03-07,-131.0,14.5,-0.65
loss<-1000_stand3d,combined,2024-03-08,496.0,14.44,-0.11
loss<-1000_stand3d,combined,2024-04-02,-1289.0,13.65,0.11
loss<-1000_stand3d,combined,2024-04-03,-162.0,14.61,-1.23
loss<-1000_stand3d,combined,2024-04-04,-3021.0,14.33,1.11
loss<-1000_stand3d,combined,2024-04-10,-254.0,14.98,0.74
loss<-1000_stand3d,combined,2024-04-11,118.0,15.8,-1.46
loss<-1000_stand3d,combined,2024-04-12,35.0,14.91,-1.2
loss<-1000_stand3d,combined,2024-04-16,194.0,19.23,-0.58
loss<-1000_stand3d,combined,2024-04-17,932.0,18.4,-0.22
loss<-1000_stand3d,combined,2024-04-18,-456.0,18.21,-0.88
loss<-1000_stand3d,combined,2024-05-01,-1562.0,15.65,0.91
loss<-1000_stand3d,combined,2024-05-02,381.0,15.39,1.26
loss<-1000_stand3d,combined,2024-05-03,473.0,14.68,1.03
loss<-1000_stand3d,combined,2024-05-24,987.0,12.77,0.02
loss<-1000_stand3d,combined,2024-05-28,-692.0,11.93,-0.74
loss<-1000_stand3d,combined,2024-05-29,764.0,12.92,-0.6
loss<-1000_stand3d,combined,2024-06-03,-3329.0,12.92,0.15
loss<-1000_stand3d,combined,2024-06-04,-931.0,13.11,1.18
loss<-1000_stand3d,combined,2024-06-05,-382.0,13.16,-0.02
loss<-1000_stand3d,combined,2024-06-18,-564.0,12.75,-0.25
loss<-1000_stand3d,combined,2024-06-20,-333.0,12.3,-0.16
loss<-1000_stand3d,combined,2024-06-21,947.0,13.28,-0.31
loss<-1000_stand3d,combined,2024-07-12,-555.0,12.92,0.28
loss<-1000_stand3d,combined,2024-07-15,-792.0,12.46,0.64
loss<-1000_stand3d,combined,2024-07-16,141.0,13.12,-1.39
loss<-1000_stand3d,combined,2024-07-19,782.0,15.93,1.08
loss<-1000_stand3d,combined,2024-07-22,-992.0,16.52,-0.16
loss<-1000_stand3d,combined,2024-07-23,-497.0,14.91,-2.31
loss<-1000_stand3d,combined,2024-07-31,1076.0,17.69,-1.37
loss<-1000_stand3d,combined,2024-08-01,-4951.0,16.36,-1.84
loss<-1000_stand3d,combined,2024-08-02,0.0,18.59,-3.0
loss<-1000_stand3d,combined,2024-08-06,1919.0,38.57,-0.77
loss<-1000_stand3d,combined,2024-08-07,-739.0,27.71,2.3
loss<-1000_stand3d,combined,2024-08-08,-292.0,27.85,0.47
loss<-1000_stand3d,combined,2024-08-14,249.0,18.12,1.61
loss<-1000_stand3d,combined,2024-08-15,541.0,16.19,0.2
loss<-1000_stand3d,combined,2024-08-16,-177.0,15.23,0.97
loss<-1000_stand3d,combined,2024-08-23,-311.0,17.55,-0.32
loss<-1000_stand3d,combined,2024-08-26,206.0,15.86,0.16
loss<-1000_stand3d,combined,2024-08-27,61.0,16.15,-0.6
loss<-1000_stand3d,combined,2024-09-03,-915.0,15.0,-0.16
loss<-1000_stand3d,combined,2024-09-04,-41.0,20.72,-0.3
loss<-1000_stand3d,combined,2024-09-05,696.0,21.32,-1.73
loss<-1000_stand3d,combined,2024-09-12,201.0,17.69,0.54
loss<-1000_stand3d,combined,2024-09-13,1430.0,17.07,0.13
loss<-1000_stand3d,combined,2024-09-16,-302.0,16.56,0.03
loss<-1000_stand3d,combined,2024-10-02,282.0,19.26,-0.17
loss<-1000_stand3d,combined,2024-10-03,1244.0,18.9,0.9
loss<-1000_stand3d,combined,2024-10-04,6.0,20.49,-0.96
loss<-1000_stand3d,combined,2024-10-24,-36.0,19.24,-0.03
loss<-1000_stand3d,combined,2024-10-25,-6.0,19.08,0.27
loss<-1000_stand3d,combined,2024-10-28,44.0,20.33,0.16
